x,y
2.15783713155365,-0.423660643767387
-0.5513822744166077,2.2581637434087427
0.8298341629614168,1.0437119590117498
-0.2148634812555833,-1.0971520013064064
-0.43065404413032915,-0.8925399248856524
-0.7659934708260834,-1.2742720374449492
2.1473274678550482,-0.22830443621213017
0.002334165158257874,-0.4549610693961119
-0.554984522905491,1.8655870992447938
0.6724397730885824,0.1926632420802124
-0.6250685059199967,0.5516615213430843
-1.9963039837094096,-0.4388298772224459
-0.37792731666003115,-0.013528255991298392
0.4638435509986262,-0.1585643384703521
2.621075839737981,-0.0354320922816822
1.779503979456774,-1.2294714014081194
2.150340199241248,-0.6623271393053681
-1.1650116864665037,1.3906821780854202
-0.6638325982381886,-1.491147664724443
-0.30109750186383033,-0.19034792274931975
0.23897260606807452,0.874672261574926
0.36232720593267015,0.7784616960551801
-0.027159755892313637,-2.105674532477469
0.4738534175327707,0.08057556570542905
0.21680321498302538,0.43733093007701035
-0.4227372387476192,0.472210907880183
-0.851520370008507,0.10966819666212725
-0.006616645288055365,-0.2795583398468947
-0.4651404115492522,-0.6345054196001867
-0.10969707353827103,-2.2205529034144376
-0.8682706426630382,0.14376972752057565
0.16245945302224785,-0.18562264296253547
-0.8705296800667366,-2.860847103577694
-0.40505374925310406,-0.7930817380796115
1.0383458013038607,0.36207374806157405
0.10536300672960343,-0.6766171163322865
-2.0969833477271784,-0.14417167801190375
-0.33995146704527945,0.37255945585888756
-0.11156484975361818,2.0707690469313613
0.3791968907147265,1.255047627864112
-1.2107414360996112,-1.1726857237386634
1.4329145567232078,-0.8096735444811929
0.14020558938195973,0.8007867352937059
-1.346432901115516,0.001799372804786362
-0.07034946868723763,-0.942869921367654
0.20036940425263425,0.6076445369156305
1.6097501042575622,-0.9129810090151798
-0.45066818764208877,0.7021141349731221
-1.2252129384096755,-1.8110052261308216
-1.3799595086651486,0.5456067182771903
-0.6865562644893135,-0.007345774738349417
-0.060644234263066074,-1.0059488295042425
-0.5145581944266648,-0.27263181595772024
-0.46040264966900274,0.5034091948792861
-1.1546815982609016,-1.7791026900779778
-0.7365344085512661,0.06561467339327261
0.3167413621126255,1.0396184756424343
-0.67341579860586,-2.3869848296234273
-0.7520383961733187,0.02476130324106013
-0.3607771888150422,0.06967323340849482
-0.8062741403932151,-2.7331164021944088
2.126632007032398,0.36537251659951286
-1.5199434109591876,-0.6598281006979086
-1.110231431745411,-0.061009329711854327
